App_Category,App_Type,Score,Review_Date,Review_Content,Thumbs_Up,Cleaned_Review,Dominant_Topic_ID,Topic_Name
Traditional Bank A,Traditional Bank,1,2026-06-16 22:10:37,Why i cannot get to the app. I need to pay my freedom card. Im really getting piss you guys kept on telling app will be on my phone soon. I have been trying this mess for days now. My credit card bill is due in one day. Im not going to be happy if you guys charge me late fees because of your mistake.,0,cannot need pay freedom card really getting piss guys kept telling phone soon trying mess days credit card bill due one day going happy guys charge late fees mistake,5,"Theme 6: awesome, chase, card"
Traditional Bank A,Traditional Bank,5,2026-06-16 22:06:47,Good,0,good,2,"Theme 3: good, far, service"
Traditional Bank A,Traditional Bank,2,2026-06-16 22:05:17,I'm not fixing update my app every six months.... All because y'all want to use ai or other stuff.,0,fixing update every six months yall want stuff,5,"Theme 6: awesome, chase, card"
Traditional Bank A,Traditional Bank,5,2026-06-16 21:43:59,one of the innovative forward thinking Banking apps in the market. clean and smooth banking app.,0,one innovative forward thinking apps market clean smooth,3,"Theme 4: love, cash, chase"
Traditional Bank A,Traditional Bank,1,2026-06-16 21:29:17,"Does not work with the Customer to utilize points into other gift options, besides points at Hotel. Customer svc hangs up on you.",0,work customer utilize points gift options besides points hotel customer svc hangs,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,5,2026-06-16 21:18:46,its great.,0,great,1,"Theme 2: great, service, works"
Traditional Bank A,Traditional Bank,5,2026-06-16 20:50:43,"this bank rarely goes "" down""! only bank I can say that about.",0,rarely goes say,3,"Theme 4: love, cash, chase"
Traditional Bank A,Traditional Bank,1,2026-06-16 20:36:18,Very bad would no install,0,bad install,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,1,2026-06-16 20:22:46,garbage bank....,0,garbage,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,5,2026-06-16 19:48:37,great,0,great,1,"Theme 2: great, service, works"
Traditional Bank A,Traditional Bank,1,2026-06-16 19:29:04,too difficult to use and they keep forcing you to upgrade your hardware,0,difficult keep forcing upgrade hardware,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,1,2026-06-16 19:18:22,I used to think your app was the best bank in the world I changed my mind... you changed the android 12... tp 13..now I cannot use this app.. I will change my bank account...,0,used think best world changed mind changed android cannot change,5,"Theme 6: awesome, chase, card"
Traditional Bank A,Traditional Bank,5,2026-06-16 18:37:54,very good,0,good,2,"Theme 3: good, far, service"
Traditional Bank A,Traditional Bank,1,2026-06-16 18:35:48,"it would be nice if there was something that showed you an up-to-date total of how much of your cash back for the month you already used, like literally every other card issuer.",0,nice something showed uptodate total much cash back month already used literally every card issuer,3,"Theme 4: love, cash, chase"
Traditional Bank A,Traditional Bank,3,2026-06-16 18:34:18,hard to see yearly rewards totals and quarterly totals and some things the app is harder than the website,0,hard see yearly rewards totals quarterly totals things harder website,5,"Theme 6: awesome, chase, card"
Traditional Bank A,Traditional Bank,5,2026-06-16 18:29:08,great,0,great,1,"Theme 2: great, service, works"
Traditional Bank A,Traditional Bank,5,2026-06-16 18:21:40,usually works when I want it to.,0,usually works want,5,"Theme 6: awesome, chase, card"
Traditional Bank A,Traditional Bank,5,2026-06-16 18:08:12,nice,0,nice,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,3,2026-06-16 18:06:47,need a way to see the breakdown of each user on a shared credit card account,0,need way see breakdown user shared credit card,3,"Theme 4: love, cash, chase"
Traditional Bank A,Traditional Bank,2,2026-06-16 18:02:07,Not very well designed. Everything is there but it takes away the convenience of an app.,0,well designed everything takes away convenience,5,"Theme 6: awesome, chase, card"
Traditional Bank A,Traditional Bank,5,2026-06-16 17:21:22,I love chase bank.,0,love chase,3,"Theme 4: love, cash, chase"
Traditional Bank A,Traditional Bank,5,2026-06-16 16:58:20,"Udated as of 06/16%2026 I just called back customer service because I saw a missed call. After a short menu I spoke to a live person. Answered my questions amd made sure I didn't want anything else. Experience a phone etiquette I didnt think it exesited anymore. Can't fully describe. Sydney, chase should be using you as a poster child for customer support. Chase has definitely upt their game or has got one impressive AI.",0,udated called back customer service saw missed call short menu spoke live person answered questions amd made sure didnt want anything else experience phone etiquette didnt think exesited anymore cant fully describe sydney chase using poster child customer support chase definitely upt game got one impressive,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,1,2026-06-16 16:35:36,"Trying to get on this app to do stuff and have to wade through page after page of things popping up just to get to my account.. feels like its actively trying to prevent me from paying my bills. I wasnt even going to write any review.. Guess how I got here. If you said the app interrupted me by asking for it, give yourself a gold star for the day.",0,trying stuff wade page page things popping feels actively trying prevent paying bills wasnt even going write review guess got said interrupted asking give gold star day,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,5,2026-06-16 16:15:29,Easy to move around in apps.,0,easy move around apps,0,"Theme 1: easy, navigate, convenient"
Traditional Bank A,Traditional Bank,5,2026-06-16 16:15:11,Easiest to use. All important information is up front and accessible.,0,easiest important information front accessible,0,"Theme 1: easy, navigate, convenient"
Traditional Bank A,Traditional Bank,5,2026-06-16 15:54:22,The process is quick and easy,0,process quick easy,0,"Theme 1: easy, navigate, convenient"
Traditional Bank A,Traditional Bank,5,2026-06-16 15:40:00,"Am updating my app too many times yet when I try to get information about my account it asked me to up date, again a d again..",0,updating many times yet try information asked date,3,"Theme 4: love, cash, chase"
Traditional Bank A,Traditional Bank,5,2026-06-16 14:45:45,Always dependable for customer service and follow through,0,always dependable customer service follow,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,5,2026-06-16 14:34:53,Can't get to my accou can't check my accountsnt,0,cant accou cant check accountsnt,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,1,2026-06-16 13:22:25,takes up too much space and too many updates,0,takes much space many updates,3,"Theme 4: love, cash, chase"
Traditional Bank A,Traditional Bank,1,2026-06-16 12:21:49,forced to take up more space on my phone!! Ridiculous! Good enough as is,0,forced take space phone ridiculous good enough,2,"Theme 3: good, far, service"
Traditional Bank A,Traditional Bank,1,2026-06-16 08:43:00,I don't understand it tell me what to do or no update at all I'm satisfied with current situation even without update can't you not understand me imby checking my money s thank im ok without update.,0,dont understand tell update satisfied current situation even without update cant understand imby checking thank without update,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,1,2026-06-16 08:10:04,Frustrating for Senior Citizens,0,frustrating senior citizens,5,"Theme 6: awesome, chase, card"
Traditional Bank A,Traditional Bank,2,2026-06-16 07:52:00,very confusing,0,confusing,5,"Theme 6: awesome, chase, card"
Traditional Bank A,Traditional Bank,5,2026-06-16 06:44:12,Great service and support 👏,0,great service support,1,"Theme 2: great, service, works"
Traditional Bank A,Traditional Bank,4,2026-06-16 06:13:18,"This time, I experienced a different type of nursing. I need blood to be given. I informed the nurse that my port line was activated. However, two nurses had already stuck me 4 times in my right hand. I'm trying to get blood for the lab and trying to access the port to give my meds. Her tone was disrespectful and harsh. she stated the portbis my life line. I the access is not obtained, then what. I explained to her that my port was inserted years ago because my veins are very bad to access.",0,time experienced different type nursing need blood given informed nurse port line activated however two nurses already stuck times right hand trying blood lab trying access port give meds tone disrespectful harsh stated portbis life line access obtained explained port inserted years ago veins bad access,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,2,2026-06-16 06:09:46,"horrible investement stability, while scrolling through stocks it justs crashes and sometime doesnt even stay at specific column. horrible",0,horrible investement stability scrolling stocks justs crashes sometime doesnt even stay specific column horrible,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,1,2026-06-16 06:08:57,"Keeps saying ""Loading soon""",0,keeps saying loading soon,3,"Theme 4: love, cash, chase"
Traditional Bank A,Traditional Bank,1,2026-06-16 06:06:55,Terrible,0,terrible,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,5,2026-06-16 05:33:44,great,0,great,1,"Theme 2: great, service, works"
Traditional Bank A,Traditional Bank,5,2026-06-16 05:20:42,"I would recommend doing business with this bank, they are always ready to help you with all your banking needs. I appreciate how they have helped me too protect my accounts with them.",0,recommend business always ready help needs appreciate helped protect accounts,4,"Theme 5: excellent, service, customer"
Traditional Bank A,Traditional Bank,1,2026-06-16 05:15:31,"I just called to cancel my card because my wife lost hers while on a trip to Florida. the computer said there were multiple charges today, but when I was connected to a live person that I could barely understand, he said there were no charges today. I know I used it today, so I am concerned. please hire people that I can understand, I know chase can afford it.",0,called cancel card wife lost trip florida computer said multiple charges today connected live person could barely understand said charges today know used today concerned please hire people understand know chase afford,3,"Theme 4: love, cash, chase"
Traditional Bank A,Traditional Bank,5,2026-06-16 05:11:29,Very good app.,0,good,2,"Theme 3: good, far, service"
